Id,SalePrice
1461,123050.165952821
1462,163974.517924245
1463,180574.724231572
1464,189296.099810356
1465,190444.288623119
1466,175812.309089828
1467,174071.041702546
1468,163893.846579169
1469,192578.041249756
1470,122810.770871143
1471,193961.699391384
1472,94007.0581333695
1473,86643.9220539648
1474,149001.07978598
1475,118191.710183188
1476,371868.602830378
1477,257665.210999406
1478,313745.298470977
1479,307195.783571899
1480,473046.912993515
1481,335509.276349122
1482,207297.248872736
1483,149562.143685317
1484,166627.916768808
1485,175200.049270464
1486,193836.695716871
1487,333732.424202582
1488,232252.921855197
1489,206574.358897389
1490,212826.45462741
1491,188418.972593968
1492,105405.175426442
1493,205226.926600384
1494,275642.29828932
1495,274807.628496384
1496,235926.797420148
1497,178158.065740934
1498,164235.094596813
1499,158222.402833275
1500,149326.840945373
1501,170237.291970523
1502,143979.903311789
1503,297475.866273121
1504,245484.43124248
1505,224427.745864697
1506,174016.599895031
1507,236607.268789658
1508,190010.163148212
1509,165493.532285298
1510,144283.67827874
1511,141078.786650137
1512,157756.229099617
1513,134505.902951113
1514,148257.634054196
1515,200733.988527936
1516,143764.899334093
1517,166063.477545884
1518,128171.271046195
1519,226824.328635047
1520,133695.731734254
1521,133628.937279847
1522,165601.047334658
1523,114681.694431665
1524,121189.7111213
1525,109591.288772556
1526,124860.447542205
1527,100615.544463031
1528,146476.868787046
1529,149495.263496552
1530,170568.322252472
1531,130873.467253251
1532,99425.3205507255
1533,130604.402805645
1534,134046.567256203
1535,158282.016654409
1536,117740.692874145
1537,65928.8623393499
1538,171844.638761762
1539,203231.542514136
1540,91029.5620516059
1541,148059.397239277
1542,136836.21700028
1543,212024.625014362
1544,80269.2080541184
1545,105817.820534439
1546,118745.652755732
1547,138017.852390763
1548,124913.328570827
1549,96925.7884568398
1550,139331.087861834
1551,123956.966877261
1552,133532.755853989
1553,149985.793754587
1554,109192.457721518
1555,161986.897135689
1556,101721.601600473
1557,104464.290123287
1558,79220.7874308597
1559,90285.3385051464
1560,132314.418174153
1561,119524.488051457
1562,120933.981550985
1563,125045.509893887
1564,155215.828439139
1565,144538.875829269
1566,245982.65868391
1567,77611.3557374241
1568,222342.982046898
1569,110647.235788093
1570,135125.224228497
1571,120523.86724818
1572,146423.516456874
1573,236798.46839636
1574,106785.866042373
1575,209985.175308761
1576,221528.747966566
1577,199703.468953283
1578,144893.843223225
1579,140771.690128482
1580,199517.483939913
1581,145774.653313008
1582,133370.10583386
1583,302754.339319113
1584,223669.860554332
1585,140545.525919082
1586,71372.0123105872
1587,101681.350715411
1588,157349.34137256
1589,106115.637521372
1590,126183.557979907
1591,93126.0767873895
1592,136779.723383936
1593,123003.7042126
1594,125537.917203374
1595,95821.7871450426
1596,235208.800724641
1597,188897.555656576
1598,190919.64033536
1599,180618.126234802
1600,180194.19837514
1601,59469.5876711816
1602,115187.544663785
1603,96204.070783867
1604,279645.73225521
1605,253667.337241349
1606,173000.28271865
1607,167379.497162639
1608,208426.974575696
1609,189078.148969419
1610,156130.645988995
1611,138382.141264487
1612,164950.55338136
1613,159781.96968856
1614,128224.820567877
1615,78361.4078056878
1616,65714.7453131488
1617,81828.2591806867
1618,127128.725243672
1619,119868.654725213
1620,145447.34753499
1621,118574.776354771
1622,131214.644306892
1623,282540.070137713
1624,214876.695542068
1625,123657.301089903
1626,160852.657912907
1627,188220.87836079
1628,275587.888953044
1629,187242.455017022
1630,349944.090365985
1631,237319.123253351
1632,248192.012534505
1633,171709.815295855
1634,184760.523121686
1635,178487.815881796
1636,157615.171916148
1637,187664.708790937
1638,202845.052341468
1639,178412.084388211
1640,259220.928209671
1641,178748.78235974
1642,227058.287386947
1643,235361.382756632
1644,241980.43804782
1645,186870.688195247
1646,155708.94239595
1647,152526.683481705
1648,135552.959917464
1649,135135.920484658
1650,119076.333825081
1651,123945.500593784
1652,91989.5265713134
1653,94653.8718941819
1654,154118.564674277
1655,147269.658870798
1656,144639.398325191
1657,150418.820316015
1658,144569.893835081
1659,117955.017632699
1660,143538.854156899
1661,442143.86835404
1662,440675.137108874
1663,365201.890590613
1664,491085.699306204
1665,316582.601244056
1666,323939.347068125
1667,350468.443141641
1668,327413.565716132
1669,293701.900236774
1670,345448.139729451
1671,248175.917840723
1672,456088.975661928
1673,285956.999032284
1674,261705.625935092
1675,182333.919739079
1676,193069.950189892
1677,209204.424707785
1678,460152.97614595
1679,361317.737007136
1680,354994.85989097
1681,248187.278692693
1682,316767.126100842
1683,171631.067088033
1684,170131.309814827
1685,167934.315252716
1686,167297.788842483
1687,167213.728380549
1688,189842.438783679
1689,190779.311985778
1690,187900.203306682
1691,173412.743483376
1692,270022.324585631
1693,168041.973666807
1694,179780.866592085
1695,167082.06014332
1696,254345.849857956
1697,168484.866476936
1698,346144.298684259
1699,324520.04241492
1700,245545.073790639
1701,283325.802579772
1702,243641.429751827
1703,251777.788308314
1704,275354.340019911
1705,236194.245721109
1706,442522.682342712
1707,228494.135405197
1708,195916.136338794
1709,276424.928621363
1710,228003.713510203
1711,255256.359657514
1712,281466.197426086
1713,267584.444389863
1714,226851.586156292
1715,214852.31116185
1716,186518.335738665
1717,179106.099270055
1718,132044.028297814
1719,206438.076646496
1720,254735.218809236
1721,182544.444666189
1722,121395.378705895
1723,155720.079965696
1724,216957.032304379
1725,240492.178989638
1726,187607.446804749
1727,160290.201535561
1728,176850.71158006
1729,153390.685594695
1730,160935.362332564
1731,124549.807564999
1732,134181.88681355
1733,112709.106339019
1734,128068.269489304
1735,132888.539433196
1736,114605.489577954
1737,293691.816955345
1738,208972.320558202
1739,255860.052076153
1740,219674.870230297
1741,182566.903392995
1742,167826.405707707
1743,181211.815061689
1744,300440.402183763
1745,219262.964271773
1746,187210.494015762
1747,209691.802987648
1748,232111.209173125
1749,158401.160624462
1750,128206.112370918
1751,249404.47257876
1752,117794.827299654
1753,142995.340068476
1754,203279.420878457
1755,172032.388222351
1756,126619.813670402
1757,117459.527430998
1758,131534.129514947
1759,148669.365374063
1760,171958.903755579
1761,136649.863532055
1762,155391.634016686
1763,179893.031433586
1764,127243.105422195
1765,153940.088711645
1766,163188.26245082
1767,218669.699721893
1768,150242.049719493
1769,170875.22461936
1770,142977.612939568
1771,139086.809526386
1772,130098.574385464
1773,131864.452690396
1774,129848.933863144
1775,145483.138963144
1776,108756.384360579
1777,104800.865995204
1778,134224.250185689
1779,114452.24939325
1780,183204.907661594
1781,125503.441919287
1782,79782.0692352396
1783,137121.519868656
1784,104742.214173663
1785,131319.550218959
1786,160068.700979271
1787,172432.509965836
1788,54167.8704723821
1789,104653.050412537
1790,70850.5696432658
1791,196317.50595939
1792,151785.910888318
1793,134911.991455561
1794,151223.571319782
1795,138206.994054077
1796,119547.173703497
1797,129763.145534747
1798,133464.897279095
1799,105001.248947153
1800,124731.435635929
1801,133046.161195554
1802,158945.770879343
1803,137793.48427793
1804,143346.790165137
1805,135654.21877283
1806,119608.868523889
1807,136580.55116104
1808,124335.119873279
1809,122631.939582229
1810,147374.891471403
1811,101820.890518454
1812,102497.222591971
1813,114412.198289924
1814,107829.897542474
1815,53198.6983251747
1816,94413.9707047824
1817,108306.248158912
1818,149317.015035732
1819,127184.022432961
1820,64442.1706420516
1821,116578.465293554
1822,158831.670231
1823,54855.9038131503
1824,139964.216792865
1825,126751.987554506
1826,97053.8038399708
1827,116988.876541211
1828,137170.043852172
1829,128830.700871022
1830,149416.585681622
1831,149239.711960354
1832,87622.374775631
1833,128073.032859242
1834,122004.820355488
1835,151521.964006093
1836,130144.364887822
1837,94033.5092284765
1838,125559.10983685
1839,82005.5180037854
1840,164733.92380745
1841,144978.158483185
1842,81469.4513122179
1843,142047.03811642
1844,135806.054628072
1845,138786.034423093
